"number","callOtherCarrierRatio","weekdayCall","color","memberProfile","averageArpu","closeness","nighttimeCall","averageDurationProfile","aisRatioProfile","daytimeCall","daytimeNighttimeProfile","outGroupCall","averageNoOfCallProfile","member","weekdayWeekendProfile","averageArpuProfile","callOtherCarrierProfile","eccentricity","averageNoOfCall","aisRatio","averageDurationCall","weekendCall","inGroupCall","betweenness","communityID"
"582","1","12","#8aba66","Very Low","39.83","0.0","8","Very Low","High","17","Daytime","0","Very Low","9","Weekend","Very Low","Very High","0.0","4.17","0.67","110.6","13","25","0.0","582"
"341","1","40","#b4717f","Very Low","89.59","0.0","20","Very Low","High","38","Daytime","0","Very Low","14","Average","Very Low","Very High","0.0","5.8","0.71","63.21","18","58","0.0","341"
"583","1","11","#798090","Very Low","17.62","0.0","5","Very Low","High","9","Average","0","Very Low","11","Average","Very Low","Very High","0.0","2","0.64","304.36","3","14","0.0","583"
"100","0.97","76","#8738ac","Very Low","82.85","0.0","58","Low","Medium","40","Nighttime","0","Very Low","22","Weekday","Very Low","Very High","0.0","8.17","0.55","1068.92","22","98","0.0","100"
"342","1","66","#8c7f48","Very Low","20.77","0.0","14","Very Low","Very High","82","Daytime","0","Very Low","14","Weekend","Very Low","Very High","0.0","7.38","0.93","171.83","30","96","0.0","342"
"584","0.98","49","#479bc3","Very Low","101.88","0.0","13","Very Low","High","50","Daytime","0","Very Low","17","Weekday","Very Low","Very High","0.0","4.85","0.76","186.1","14","63","0.0","584"
"101","1","25","#677686","Very Low","72.16","0.0","5","Very Low","Medium","33","Daytime","0","Very Low","10","Weekend","Very Low","Very High","0.0","7.6","0.5","825.74","13","38","0.0","101"
"343","1","38","#3186a7","Very Low","48.03","0.0","13","Low","Very High","31","Daytime","0","Very Low","3","Weekday","Very Low","Very High","0.0","14.67","1","1306.25","6","44","0.0","343"
"585","1","86","#765f9f","Very Low","237.29","0.0","12","Very Low","Low","80","Daytime","0","Very Low","23","Weekday","Very Low","Very High","0.0","13.14","0.3","245","6","92","0.0","585"
"102","0.97","46","#757042","Very Low","109.25","0.0","34","Very Low","Medium","46","Daytime","0","Very Low","21","Weekend","Very Low","Very High","0.0","6.67","0.57","228.78","34","80","0.0","102"
"344","0.12","8","#b96d18","Very Low","687.32","0.0","6","Very Low","High","10","Average","0","Very Low","3","Weekend","Very Low","Very Low","0.0","8","0.67","67.75","8","16","0.0","344"
"586","1","46","#8c809d","Very Low","64.33","0.0","29","Very Low","Medium","34","Average","0","Very Low","30","Average","Very Low","Very High","0.0","4.2","0.5","163.98","17","63","0.0","586"
"103","1","38","#7eaf63","Very Low","16.61","0.0","3","Very Low","High","39","Daytime","0","Very Low","24","Weekday","Very Low","Very High","0.0","2.33","0.75","364.88","4","42","0.0","103"
"345","1","1","#8a4680","Very Low","63.05","0.0","0","Very Low","Very High","3","Average","0","Very Low","4","Average","Very Low","Very High","0.0","0.75","1","592.67","2","3","0.0","345"
"587","1","16","#7a4d6e","Very Low","142.75","0.0","4","Very Low","High","17","Daytime","0","Very Low","6","Average","Very Low","Very High","0.0","5.25","0.67","88.57","5","21","0.0","587"
"104","1","42","#872c95","Very Low","45.9","0.0","16","Very Low","Very High","28","Daytime","0","Very Low","4","Weekday","Very Low","Very High","0.0","11","1","223.64","2","44","0.0","104"
"346","1","5","#a68d3c","Very Low","0","0.0","8","Very Low","Medium","7","Average","0","Very Low","8","Weekend","Very Low","Very High","0.0","3.75","0.5","137.8","10","15","0.0","346"
"588","1","31","#72ca6d","Very Low","258.37","0.0","18","Very Low","Very High","19","Average","0","Very Low","7","Weekday","Very Low","Very High","0.0","5.29","1","92.11","6","37","0.0","588"
"105","1","552","#551442","Very Low","20.44","0.0","2","Very Low","High","768","Daytime","0","Very Low","44","Weekday","Very Low","Very High","0.0","24.84","0.7","188.87","218","770","0.0","105"
"347","1","22","#24aa3d","Very Low","2.5","0.0","4","Very Low","Medium","20","Daytime","0","Very Low","4","Weekday","Very Low","Very High","0.0","12","0.5","63.25","2","24","0.0","347"
"589","1","98","#7ca296","Very Low","157.86","0.0","56","Very Low","Low","66","Daytime","0","Very Low","21","Weekday","Very Low","Very High","0.0","17.43","0.33","125.9","24","122","0.0","589"
"106","1","153","#4f413c","Very Low","18.5","0.0","36","Very Low","High","137","Daytime","0","Very Low","46","Weekday","Very Low","Very High","0.0","5.77","0.65","167.01","20","173","0.0","106"
"348","1","62","#64a190","Very Low","15.54","0.0","42","Very Low","Medium","44","Average","0","Very Low","14","Average","Very Low","Very High","0.0","12.29","0.5","165.12","24","86","0.0","348"
"107","1","91","#7fb43d","Very Low","223.45","0.0","43","Very Low","Very High","79","Daytime","0","Low","2","Weekday","Very Low","Very High","0.0","61","1","454.72","31","122","0.0","107"
"349","0.99","234","#acba98","Very Low","64.39","0.0","26","Very Low","Low","230","Daytime","0","Very Low","77","Weekday","Very Low","Very High","0.0","8.26","0.4","81.8","22","256","0.0","349"
"108","1","28","#9eb5e3","Very Low","100.17","0.0","14","Very Low","Medium","24","Daytime","0","Very Low","8","Average","Very Low","Very High","0.0","9.5","0.5","122.42","10","38","0.0","108"
"109","1","12","#4ade76","Very Low","837.36","0.0","7","Very Low","Very High","6","Average","0","Very Low","2","Weekday","Very Low","Very High","0.0","6.5","1","70","1","13","0.0","109"
"590","1","176","#7bd98a","Very Low","40.94","0.0","59","Very Low","Very High","187","Daytime","0","Very Low","27","Average","Very Low","Very High","0.0","10.7","0.85","741.89","70","246","0.0","590"
"591","1","16","#3e0e89","Very Low","117.81","0.0","4","Very Low","High","26","Daytime","0","Very Low","11","Weekend","Very Low","Very High","0.0","3.75","0.73","386.93","14","30","0.0","591"
"350","1","18","#960669","Very Low","28.09","0.0","8","Very Low","Very High","13","Average","0","Very Low","4","Weekday","Very Low","Very High","0.0","5.25","1","90.1","3","21","0.0","350"
"592","1","16","#77cd79","Very Low","177.73","0.0","4","Very Low","Low","20","Daytime","0","Very Low","8","Average","Very Low","Very High","0.0","8","0.38","88.25","8","24","0.0","592"
"351","1","14","#7e4cb8","Very Low","127.12","0.0","5","Very Low","Low","16","Daytime","0","Very Low","9","Average","Very Low","Very High","0.0","5.25","0.44","96.81","7","21","0.0","351"
"593","1","74","#20aef4","Very Low","109.8","0.0","68","Very Low","Very High","34","Nighttime","0","Very Low","6","Average","Very Low","Very High","0.0","20.4","0.83","429.06","28","102","0.0","593"
"110","1","10","#56232d","Very Low","0","0.0","4","Very Low","Very Low","20","Daytime","0","Very Low","11","Weekend","Very Low","Very High","0.0","12","0.18","121.29","14","24","0.0","110"
"352","1","19","#b8b0e8","Very Low","207.66","0.0","12","Very Low","Low","13","Average","0","Very Low","9","Average","Very Low","Very High","0.0","6.25","0.44","107.08","6","25","0.0","352"
"594","1","8","#d4929e","Very Low","50","0.0","12","Very Low","Medium","8","Average","0","Very Low","8","Weekend","Very Low","Very High","0.0","5","0.5","43","12","20","0.0","594"
"111","1","38","#488967","Very Low","112.5","0.0","18","Very Low","Very Low","32","Daytime","0","Very Low","15","Weekday","Very Low","Very High","0.0","12.5","0.27","135.16","12","50","0.0","111"
"353","1","17","#9d6838","Very Low","127.12","0.0","10","Very Low","Medium","13","Average","0","Very Low","8","Average","Very Low","Very High","0.0","4.6","0.62","115.22","6","23","0.0","353"
"595","1","13","#5ba57f","Very Low","12.34","0.0","12","Very Low","Low","5","Nighttime","0","Very Low","9","Average","Very Low","Very High","0.0","4.25","0.44","158.65","4","17","0.0","595"
"112","1","2","#124163","Very Low","29.11","0.0","0","Very Low","Very High","5","Average","0","Very Low","4","Weekend","Very Low","Very High","0.0","1.25","1","564.6","3","5","0.0","112"
"354","1","2","#786e93","Very Low","38.26","0.0","0","Very Low","High","4","Average","0","Very Low","3","Average","Very Low","Very High","0.0","2","0.67","812","2","4","0.0","354"
"596","0.37","52","#8566ac","Very Low","108.79","0.0","37","Very Low","Very High","68","Daytime","0","Very Low","16","Weekend","Very Low","Low","0.0","7.5","0.88","119.47","53","105","0.0","596"
"113","1","56","#4a8e8c","Very Low","91.67","0.0","28","Very Low","Low","62","Daytime","0","Very Low","33","Weekend","Very Low","Very High","0.0","7.5","0.36","256.59","34","90","0.0","113"
"355","1","74","#f0a72e","Very Low","26.27","0.0","50","Very Low","High","40","Nighttime","0","Very Low","11","Weekday","Very Low","Very High","0.0","12.86","0.64","316.36","16","90","0.0","355"
"597","1","27","#afe835","Very Low","185","0.0","11","Very Low","Low","25","Daytime","0","Very Low","11","Average","Very Low","Very High","0.0","12","0.27","64.94","9","36","0.0","597"
"114","1","38","#94707f","Very Low","105.38","0.0","34","Very Low","High","30","Average","0","Very Low","8","Weekend","Very Low","Very High","0.0","10.67","0.75","643.5","26","64","0.0","114"
"356","1","23","#2a8b4d","Very Low","92.22","0.0","18","Very Low","Low","16","Average","0","Very Low","23","Average","Very Low","Very High","0.0","3.78","0.39","329.12","11","34","0.0","356"
"598","1","6","#b4d709","Very Low","57.17","0.0","1","Low","High","10","Daytime","0","Very Low","8","Weekend","Very Low","Very High","0.0","1.83","0.75","1410.36","5","11","0.0","598"
"115","1","54","#972c95","Very Low","25.07","0.0","22","Very Low","High","82","Daytime","0","Very Low","28","Weekend","Very Low","Very High","0.0","4.95","0.75","97.61","50","104","0.0","115"
"357","1","6","#889e81","Very Low","254.36","0.0","1","Very Low","Very High","9","Daytime","0","Very Low","4","Average","Very Low","Very High","0.0","2.5","1","293.6","4","10","0.0","357"
"599","1","4","#43a3b1","Very Low","261.84","0.0","2","Very Low","Very Low","3","Average","0","Very Low","4","Average","Very Low","Very High","0.0","5","0.25","40.2","1","5","0.0","599"
"116","0.98","28","#93e444","Very Low","181.28","0.0","16","Very Low","High","25","Daytime","0","Very Low","21","Average","Very Low","Very High","0.0","2.93","0.67","125.32","13","41","0.0","116"
"358","1","28","#668a94","Very Low","51.61","0.0","36","Very Low","Medium","14","Nighttime","0","Very Low","6","Weekend","Very Low","Very High","0.0","16.67","0.5","128.36","22","50","0.0","358"
"117","1","47","#70ccad","Very Low","52.22","0.0","25","Very Low","High","26","Average","0","Very Low","12","Weekday","Very Low","Very High","0.0","5.67","0.75","123.47","4","51","0.0","117"
"359","1","16","#a9243d","Very Low","43.92","0.0","20","Very Low","Medium","20","Average","0","Very Low","16","Weekend","Very Low","Very High","0.0","5","0.5","72.7","24","40","0.0","359"
"118","1","66","#a14e7f","Very Low","161.55","0.0","20","Very Low","Very High","60","Daytime","0","Very Low","3","Weekday","Very Low","Very High","0.0","26.67","1","283.12","14","80","0.0","118"
"119","1","6","#7760a2","Very Low","37.09","0.0","2","Very Low","Very High","6","Average","0","Very Low","4","Average","Very Low","Very High","0.0","2","1","87.5","2","8","0.0","119"
"10","1","100","#f721bb","Very Low","146.81","0.0","90","Low","High","40","Nighttime","0","Very Low","11","Weekday","Very Low","Very High","0.0","18.57","0.64","1092.23","30","130","0.0","10"
"11","1","37","#999f70","Very Low","136.73","0.0","47","Very Low","High","3","Nighttime","0","Very Low","21","Average","Very Low","Very High","0.0","3.33","0.71","57.32","13","50","0.0","11"
"12","1","57","#5e9686","Very Low","12.64","0.0","26","Very Low","Very High","44","Daytime","0","Very Low","24","Weekday","Very Low","Very High","0.0","3.33","0.88","373.21","13","70","0.0","12"
"13","1","34","#459d4e","Very Low","223.92","0.0","22","Very Low","Very High","31","Daytime","0","Very Low","7","Weekend","Very Low","Very High","0.0","8.83","0.86","461.77","19","53","0.0","13"
"14","1","26","#c83f10","Very Low","199.67","0.0","36","Very Low","Very High","14","Nighttime","0","Very Low","3","Weekend","Very Low","Very High","0.0","16.67","1","157.56","24","50","0.0","14"
"15","1","0","#a3d222","Very Low","324.5","0.0","4","Very Low","Very High","2","Average","0","Very Low","2","Weekend","Very Low","Very High","0.0","3","1","20.33","6","6","0.0","15"
"16","1","77","#876adb","Very Low","452.36","0.0","50","Very Low","Low","73","Daytime","0","Very Low","32","Weekend","Very Low","Very High","0.0","11.18","0.34","202.43","46","123","0.0","16"
"17","1","1","#8f9d26","Very Low","556.5","0.0","3","Very Low","Medium","0","Average","0","Very Low","4","Average","Very Low","Very High","0.0","1.5","0.5","135.67","2","3","0.0","17"
"18","1","51","#af702d","Very Low","163","0.0","13","Very Low","Low","44","Daytime","0","Very Low","14","Weekday","Very Low","Very High","0.0","11.4","0.36","89.84","6","57","0.0","18"
"19","1","44","#927050","Very Low","419","0.0","28","Very Low","Low","32","Average","0","Very Low","14","Average","Very Low","Very High","0.0","12","0.36","249.12","16","60","0.0","19"
"360","1","11","#54983f","Very Low","134.8","0.0","2","Very Low","Medium","11","Daytime","0","Very Low","8","Weekday","Very Low","Very High","0.0","2.6","0.62","117.62","2","13","0.0","360"
"361","1","40","#70c888","Very Low","89.89","0.0","16","Very Low","Medium","36","Daytime","0","Very Low","19","Weekday","Very Low","Very High","0.0","5.78","0.47","366.27","12","52","0.0","361"
"120","1","52","#72a66b","Very Low","172.88","0.0","52","Very Low","Very High","22","Nighttime","0","Very Low","4","Average","Very Low","Very High","0.0","18.5","1","355.41","22","74","0.0","120"
"362","1","26","#7da7c7","Very Low","145.6","0.0","2","Very Low","Low","36","Daytime","0","Very Low","9","Average","Very Low","Very High","0.0","12.67","0.33","54.95","12","38","0.0","362"
"121","1","1","#b07156","Very Low","203","0.0","4","Very Low","High","2","Average","0","Very Low","4","Weekend","Very Low","Very High","0.0","2","0.75","144.83","5","6","0.0","121"
"363","1","5","#838cac","Very Low","228.38","0.0","0","Very Low","Low","12","Daytime","0","Very Low","9","Weekend","Very Low","Very High","0.0","3","0.44","137.58","7","12","0.0","363"
"122","1","15","#9ae1d0","Very Low","63.2","0.0","5","Very Low","Very High","18","Daytime","0","Very Low","8","Average","Very Low","Very High","0.0","2.88","1","502.3","8","23","0.0","122"
"364","1","10","#86b348","Very Low","26.67","0.0","10","Very Low","High","0","Nighttime","0","Very Low","4","Weekday","Very Low","Very High","0.0","3.33","0.75","78.9","0","10","0.0","364"
"123","1","57","#d0cebb","Very Low","183.09","0.0","30","Very Low","Low","46","Daytime","0","Very Low","13","Weekday","Very Low","Very High","0.0","19","0.31","111.38","19","76","0.0","123"
"365","1","14","#d05c9a","Very Low","651.68","0.0","13","Very Low","Low","5","Nighttime","0","Very Low","8","Average","Very Low","Very High","0.0","6","0.38","119.33","4","18","0.0","365"
"124","1","25","#5b2b8d","Very Low","30.95","0.0","6","Very Low","Medium","27","Daytime","0","Very Low","12","Average","Very Low","Very High","0.0","4.71","0.58","56.79","8","33","0.0","124"
"366","1","82","#2697c8","Very Low","177.78","0.0","56","Very Low","High","52","Average","0","Very Low","9","Weekday","Very Low","Very High","0.0","15.43","0.78","456.83","26","108","0.0","366"
"125","1","90","#332068","Very Low","459.74","0.0","92","Very Low","Medium","18","Nighttime","0","Low","5","Weekday","Very Low","Very High","0.0","36.67","0.6","178.07","20","110","0.0","125"
"367","1","4","#95ac8c","Very Low","81.09","0.0","3","Very Low","Low","19","Daytime","0","Very Low","11","Weekend","Very Low","Very High","0.0","5.5","0.36","49.27","18","22","0.0","367"
"126","1","44","#d14531","Very Low","0","0.0","14","Very Low","Medium","62","Daytime","0","Very Low","11","Weekend","Very Low","Very High","0.0","12.67","0.55","70.89","32","76","0.0","126"
"368","1","12","#4bc89f","Very Low","96.47","0.0","13","Very Low","Medium","8","Average","0","Very Low","10","Weekend","Very Low","Very High","0.0","4.2","0.5","109","9","21","0.0","368"
"127","1","70","#68a02d","Very Low","0","0.0","66","Very Low","Medium","52","Nighttime","0","Very Low","7","Weekend","Very Low","Very High","0.0","29.5","0.57","420.83","48","118","0.0","127"
"369","1","2","#6b157d","Very Low","178.83","0.0","1","Very Low","High","2","Average","0","Very Low","4","Average","Very Low","Very High","0.0","1","0.75","69.67","1","3","0.0","369"
"128","1","7","#459b4b","Very Low","115.08","0.0","0","Very Low","Low","7","Daytime","0","Very Low","6","Weekday","Very Low","Very High","0.0","3.5","0.33","108","0","7","0.0","128"
"129","0.96","181","#93a5ac","Very Low","90.46","0.0","95","Very Low","Medium","164","Daytime","0","Very Low","44","Weekend","Very Low","Very High","0.0","10.36","0.57","285.25","78","259","0.0","129"
"20","1","21","#5d7474","Very Low","179.38","0.0","15","Low","Low","15","Average","0","Very Low","7","Average","Very Low","Very High","0.0","10","0.43","978.3","9","30","0.0","20"
"21","1","148","#4ec85e","Very Low","100.33","0.0","80","Very Low","Low","140","Daytime","0","Low","14","Weekend","Very Low","Very High","0.0","36.67","0.43","41.44","72","220","0.0","21"
"22","1","104","#a26a2c","Very Low","63.99","0.0","44","Very Low","High","90","Daytime","0","Very Low","16","Weekday","Very Low","Very High","0.0","12.18","0.69","96.81","30","134","0.0","22"
"23","1","14","#815e5b","Very Low","197","0.0","4","Very Low","Medium","16","Daytime","0","Very Low","5","Average","Very Low","Very High","0.0","6.67","0.6","104.7","6","20","0.0","23"
"24","1","68","#bf7dd0","Very Low","96.81","0.0","36","Very Low","Low","62","Daytime","0","Very Low","19","Weekend","Very Low","Very High","0.0","12.25","0.42","153.06","30","98","0.0","24"
"25","1","16","#3ea837","Very Low","374","0.0","17","Very Low","Low","3","Nighttime","0","Very Low","6","Weekday","Very Low","Very High","0.0","10","0.33","351.1","4","20","0.0","25"
"26","1","48","#6d088e","Very Low","196.22","0.0","38","Very Low","Medium","22","Nighttime","0","Very Low","8","Weekday","Very Low","Very High","0.0","15","0.5","89.03","12","60","0.0","26"
"27","1","60","#25edd3","Very Low","379.07","0.0","36","Low","High","64","Daytime","0","Low","4","Weekend","Very Low","Very High","0.0","33.33","0.75","945.28","40","100","0.0","27"
"28","1","100","#a28695","Very Low","310.31","0.0","60","Very Low","Very Low","78","Daytime","0","Medium","11","Average","Very Low","Very High","0.0","69","0.18","89.36","38","138","0.0","28"
"29","1","10","#1f89dd","Very Low","28.01","0.0","6","Very Low","Very High","6","Average","0","Very Low","5","Average","Very Low","Very High","0.0","2.4","1","93.17","2","12","0.0","29"
"370","1","56","#3a1d6e","Very Low","92.71","0.0","10","Very Low","High","52","Daytime","0","Very Low","9","Weekday","Very Low","Very High","0.0","8.86","0.78","97.94","6","62","0.0","370"
"371","1","88","#7638b4","Very Low","27.08","0.0","122","Very Low","Low","52","Nighttime","0","Very Low","23","Weekend","Very Low","Very High","0.0","21.75","0.35","168.08","86","174","0.0","371"
"130","1","21","#a05999","Very Low","119.8","0.0","17","Very Low","Medium","10","Nighttime","0","Very Low","10","Weekday","Very Low","Very High","0.0","5.4","0.5","236.48","6","27","0.0","130"
"372","1","20","#797d83","Very Low","299.06","0.0","6","Very Low","Low","18","Daytime","0","Very Low","9","Weekday","Very Low","Very High","0.0","8","0.33","71.92","4","24","0.0","372"
"131","1","79","#67659b","Very Low","113.33","0.0","0","Low","Very High","106","Daytime","0","Very Low","10","Weekday","Very Low","Very High","0.0","11.78","0.9","991.59","27","106","0.0","131"
"373","1","6","#7d7238","Very Low","66.67","0.0","2","Very Low","High","6","Average","0","Very Low","8","Average","Very Low","Very High","0.0","1.33","0.75","31.12","2","8","0.0","373"
"132","1","4","#9b317c","Very Low","35.09","0.0","6","Very Low","Very High","6","Average","0","Very Low","2","Weekend","Very Low","Very High","0.0","6","1","164.25","8","12","0.0","132"
"374","1","38","#56c250","Very Low","76.28","0.0","12","Very Low","High","34","Daytime","0","Very Low","7","Weekday","Very Low","Very High","0.0","9.2","0.71","35.26","8","46","0.0","374"
"133","1","23","#65a866","Very Low","147.92","0.0","10","Very Low","Very Low","15","Average","0","Very Low","10","Weekday","Very Low","Very High","0.0","25","0.1","64.36","2","25","0.0","133"
"375","1","64","#a5986f","Very Low","67.81","0.0","54","Very Low","Medium","58","Average","0","Very Low","17","Weekend","Very Low","Very High","0.0","14","0.47","72.09","48","112","0.0","375"
"134","1","38","#b36dd5","Very Low","132.99","0.0","16","Very Low","Very Low","30","Daytime","0","Very Low","15","Weekday","Very Low","Very High","0.0","11.5","0.27","57.26","8","46","0.0","134"
"376","1","12","#2c5749","Very Low","0","0.0","6","Very Low","Low","9","Average","0","Very Low","11","Average","Very Low","Very High","0.0","5","0.27","94.93","3","15","0.0","376"
"135","1","162","#7a8f70","Very Low","45.56","0.0","44","Very Low","Low","166","Daytime","0","Very Low","49","Weekday","Very Low","Very High","0.0","12.35","0.35","79.93","48","210","0.0","135"
"377","1","20","#c4e35d","Very Low","49.11","0.0","22","Very Low","High","14","Nighttime","0","Very Low","5","Weekend","Very Low","Very High","0.0","9","0.8","424.94","16","36","0.0","377"
"136","1","19","#a47d98","Very Low","89.38","0.0","4","Very Low","Low","17","Daytime","0","Very Low","16","Weekday","Very Low","Very High","0.0","4.2","0.31","90.76","2","21","0.0","136"
"378","1","9","#94b595","Very Low","90.26","0.0","7","Very Low","Very High","2","Average","0","Very Low","5","Weekday","Very Low","Very High","0.0","1.8","1","194.33","0","9","0.0","378"
"137","1","11","#e37e8c","Very Low","138","0.0","6","Very Low","Low","8","Average","0","Very Low","10","Average","Very Low","Very High","0.0","3.5","0.4","112.14","3","14","0.0","137"
"379","1","4","#db7463","Very Low","80","0.0","4","Very Low","High","6","Average","0","Very Low","4","Weekend","Very Low","Very High","0.0","3.33","0.75","21.6","6","10","0.0","379"
"138","1","18","#be6ab8","Very Low","483","0.0","22","Medium","Low","11","Nighttime","0","Very Low","6","Weekend","Very Low","Very High","0.0","16.5","0.33","2141.64","15","33","0.0","138"
"139","1","5","#594caf","Very Low","26.07","0.0","4","Very Low","Very High","7","Average","0","Very Low","6","Weekend","Very Low","Very High","0.0","2.2","0.83","504.09","6","11","0.0","139"
"30","1","42","#57787d","Very Low","224.5","0.0","25","Very Low","Low","43","Daytime","0","Very Low","22","Weekend","Very Low","Very High","0.0","7.56","0.41","174.22","26","68","0.0","30"
"31","1","26","#9ac952","Very Low","99.93","0.0","20","Very Low","Medium","16","Average","0","Very Low","8","Average","Very Low","Very High","0.0","9","0.5","70.33","10","36","0.0","31"
"32","1","15","#5db359","Very Low","145.6","0.0","12","Very Low","Medium","8","Average","0","Very Low","8","Average","Very Low","Very High","0.0","4","0.62","73.25","5","20","0.0","32"
"33","1","2","#908986","Very Low","130.43","0.0","0","Very Low","Medium","8","Daytime","0","Very Low","5","Weekend","Very Low","Very High","0.0","2.67","0.6","45.75","6","8","0.0","33"
"34","1","14","#1f4dac","Very Low","157","0.0","12","Very Low","Low","14","Average","0","Very Low","12","Weekend","Very Low","Very High","0.0","5.2","0.42","397","12","26","0.0","34"
"35","1","26","#6f9a89","Very Low","47.95","0.0","10","Very Low","Low","16","Daytime","0","Very Low","8","Weekday","Very Low","Very High","0.0","8.67","0.38","45.62","0","26","0.0","35"
"36","1","56","#4c8dbf","Very Low","51.02","0.0","0","Very Low","Very High","68","Daytime","0","Very Low","8","Weekday","Very Low","Very High","0.0","8.5","1","806","12","68","0.0","36"
"37","1","2","#e88e45","Very Low","340","0.0","1","Very Low","Medium","1","Average","0","Very Low","2","Average","Very Low","Very High","0.0","2","0.5","42","0","2","0.0","37"
"38","1","37","#dca995","Very Low","91.9","0.0","7","Very Low","High","41","Daytime","0","Very Low","16","Weekday","Very Low","Very High","0.0","4.36","0.69","465.5","11","48","0.0","38"
"39","1","62","#468059","Very Low","128.2","0.0","52","Very Low","Very High","44","Nighttime","0","Very Low","4","Weekend","Very Low","Very High","0.0","24","1","67.08","34","96","0.0","39"
"380","1","41","#613d74","Very Low","91.93","0.0","2","Very Low","Low","45","Daytime","0","Very Low","31","Weekday","Very Low","Very High","0.0","3.62","0.42","129.17","6","47","0.0","380"
"381","1","50","#08845c","Very Low","137.11","0.0","40","Very Low","High","26","Nighttime","0","Very Low","6","Weekday","Very Low","Very High","0.0","16.5","0.67","799.21","16","66","0.0","381"
"140","1","3","#698387","Very Low","107.21","0.0","3","Very Low","Medium","2","Average","0","Very Low","4","Average","Very Low","Very High","0.0","2.5","0.5","31.2","2","5","0.0","140"
"382","1","18","#7e7c73","Very Low","78.57","0.0","19","Very Low","High","21","Average","0","Very Low","10","Weekend","Very Low","Very High","0.0","5.71","0.7","133.93","22","40","0.0","382"
"141","1","7","#502a60","Very Low","648","0.0","6","Very Low","Low","6","Average","0","Very Low","3","Weekend","Very Low","Very High","0.0","12","0.33","260.5","5","12","0.0","141"
"383","1","15","#8197a8","Very Low","221.22","0.0","7","Very Low","Low","10","Average","0","Very Low","8","Weekday","Very Low","Very High","0.0","5.67","0.38","270.18","2","17","0.0","383"
"142","0.41","14","#6fa977","Very Low","122.62","0.0","2","Very Low","Very High","15","Daytime","0","Very Low","4","Weekday","Very Low","Low","0.0","4.25","1","76.06","3","17","0.0","142"
"384","1","6","#bd4c1d","Very Low","151.5","0.0","7","Very Low","Medium","2","Average","0","Very Low","5","Average","Very Low","Very High","0.0","3","0.6","125.44","3","9","0.0","384"
"143","0.16","204","#75d570","Very Low","117.62","0.0","44","Very Low","High","218","Daytime","0","Low","10","Weekday","Very Low","Very Low","0.0","32.75","0.8","50.56","58","262","0.0","143"
"385","1","60","#2531ce","Very Low","0","0.0","8","Very Low","Low","76","Daytime","0","Very Low","9","Average","Very Low","Very High","0.0","21","0.44","257.48","24","84","0.0","385"
"144","1","116","#797bbf","Very Low","124.51","0.0","4","Very Low","Medium","136","Daytime","0","Very Low","39","Weekday","Very Low","Very High","0.0","7.78","0.46","94.93","24","140","0.0","144"
"386","1","7","#86a46d","Very Low","147.37","0.0","1","Very Low","Very High","6","Average","0","Very Low","6","Weekday","Very Low","Very High","0.0","1.4","0.83","156.14","0","7","0.0","386"
"145","1","68","#7664ab","Very Low","73.86","0.0","30","Very Low","High","56","Daytime","0","Very Low","6","Weekday","Very Low","Very High","0.0","21.5","0.67","198.33","18","86","0.0","145"
"387","1","56","#49a2b4","Very Low","66.18","0.0","30","Very Low","High","31","Average","0","Very Low","31","Weekday","Very Low","Very High","0.0","2.9","0.68","109.87","5","61","0.0","387"
"146","1","18","#078ea6","Very Low","112.25","0.0","13","Very Low","Low","8","Average","0","Very Low","9","Weekday","Very Low","Very High","0.0","5.25","0.44","187.52","3","21","0.0","146"
"388","1","65","#6ec52a","Very Low","30.47","0.0","41","Very Low","Low","51","Daytime","0","Very Low","42","Average","Very Low","Very High","0.0","5.41","0.4","207.18","27","92","0.0","388"
"147","1","118","#368451","Very Low","200.12","0.0","88","Very Low","Medium","114","Daytime","0","Very Low","14","Weekend","Very Low","Very High","0.0","25.25","0.57","376.56","84","202","0.0","147"
"389","1","36","#5e9cae","Very Low","79.9","0.0","10","Very Low","Low","34","Daytime","0","Very Low","24","Weekday","Very Low","Very High","0.0","4.4","0.42","85.55","8","44","0.0","389"
"148","1","40","#7b7e96","Very Low","125.25","0.0","8","Very Low","Low","54","Daytime","0","Very Low","20","Weekend","Very Low","Very High","0.0","7.75","0.4","145.35","22","62","0.0","148"
"149","1","108","#4f786c","Very Low","530","0.0","58","Very Low","Very Low","94","Daytime","0","Low","23","Average","Very Low","Very High","0.0","38","0.17","232.45","44","152","0.0","149"
"40","1","18","#493a27","Very Low","51.11","0.0","0","Very Low","Medium","18","Daytime","0","Very Low","16","Weekday","Very Low","Very High","0.0","2","0.56","210.06","0","18","0.0","40"
"41","1","30","#c45214","Very Low","21.05","0.0","7","Very Low","High","52","Daytime","0","Very Low","19","Weekend","Very Low","Very High","0.0","4.21","0.74","428.47","29","59","0.0","41"
"42","1","120","#903291","Very Low","170.67","0.0","64","Very Low","Very Low","88","Daytime","0","Very Low","26","Weekday","Very Low","Very High","0.0","25.33","0.23","60.34","32","152","0.0","42"
"43","1","14","#8f7596","Very Low","52.62","0.0","7","Very Low","Low","13","Daytime","0","Very Low","12","Average","Very Low","Very High","0.0","4","0.42","220.65","6","20","0.0","43"
