"number","callOtherCarrierRatio","weekdayCall","color","memberProfile","averageArpu","closeness","nighttimeCall","averageDurationProfile","aisRatioProfile","daytimeCall","daytimeNighttimeProfile","outGroupCall","averageNoOfCallProfile","member","weekdayWeekendProfile","averageArpuProfile","callOtherCarrierProfile","eccentricity","averageNoOfCall","aisRatio","averageDurationCall","weekendCall","inGroupCall","betweenness","communityID"
"734","1","3","#65229a","Very Low","143.56","0.0","1","Very Low","Very High","5","Average","0","Very Low","4","Average","Very Low","Very High","0.0","1.5","1","579.67","3","6","0.0","734"
"976","1","31","#a67f62","Very Low","67.14","0.0","12","Very Low","Medium","28","Daytime","0","Very Low","12","Weekday","Very Low","Very High","0.0","5.71","0.58","80.95","9","40","0.0","976"
"735","1","59","#837122","Very Low","58.81","0.0","32","Very Low","High","55","Daytime","0","Very Low","32","Weekend","Very Low","Very High","0.0","3.95","0.69","146.89","28","87","0.0","735"
"977","1","57","#45745b","Very Low","72.64","0.0","13","Very Low","Low","54","Daytime","0","Very Low","25","Weekday","Very Low","Very High","0.0","6.09","0.44","98.54","10","67","0.0","977"
"736","1","62","#a23dc1","Very Low","96.21","0.0","34","Very Low","High","48","Daytime","0","Very Low","9","Weekday","Very Low","Very High","0.0","11.71","0.78","174.37","20","82","0.0","736"
"978","1","24","#5a5dcf","Very Low","82.25","0.0","5","Very Low","High","21","Daytime","0","Very Low","6","Weekday","Very Low","Very High","0.0","6.5","0.67","46.04","2","26","0.0","978"
"737","1","25","#8269b1","Very Low","76.12","0.0","13","Very Low","Low","14","Average","0","Very Low","11","Weekday","Very Low","Very High","0.0","5.4","0.45","199.19","2","27","0.0","737"
"979","1","19","#7c94d3","Very Low","48.83","0.0","11","Very Low","Very High","8","Average","0","Very Low","6","Weekday","Very Low","Very High","0.0","3.17","1","92.11","0","19","0.0","979"
"738","1","21","#41347b","Very Low","225","0.0","9","Very Low","Very Low","18","Daytime","0","Very Low","9","Weekday","Very Low","Very High","0.0","13.5","0.22","137.22","6","27","0.0","738"
"739","1","25","#49a78e","Very Low","145.04","0.0","16","Very Low","Medium","25","Daytime","0","Very Low","10","Weekend","Very Low","Very High","0.0","6.83","0.6","119.68","16","41","0.0","739"
"1176","1","0","#b0cdaf","Very Low","0","0.0","5","Very Low","Very High","0","Average","0","Very Low","2","Weekend","Very Low","Very High","0.0","2.5","1","114.4","5","5","0.0","1176"
"1175","1","72","#878c5c","Very Low","34.26","0.0","10","Low","Very High","94","Daytime","0","Very Low","8","Weekend","Very Low","Very High","0.0","13","1","965.15","32","104","0.0","1175"
"1174","1","40","#985aa5","Very Low","404.5","0.0","28","Very Low","Low","22","Nighttime","0","Very Low","5","Weekday","Very Low","Very High","0.0","25","0.4","329.48","10","50","0.0","1174"
"1173","0.87","8582","#6c1faa","Low","113.96","1.5783132530120483","4165","Very Low","Medium","7182","Daytime","837","Very Low","1889","Weekday","Very Low","Very High","3.0","12.16","0.49","175.67","2765","11347","741.6541221010597","1173"
"1172","1","44","#65a29a","Very Low","56.27","0.0","21","Very Low","Medium","27","Daytime","0","Very Low","24","Weekday","Very Low","Very High","0.0","4.36","0.46","115.77","4","48","0.0","1172"
"1171","1","82","#54a777","Very Low","15.21","0.0","39","Very Low","High","57","Daytime","0","Very Low","12","Weekday","Very Low","Very High","0.0","10.67","0.75","197.07","14","96","0.0","1171"
"1170","1","12","#8d9457","Very Low","27.45","0.0","6","Very Low","High","10","Average","0","Very Low","5","Average","Very Low","Very High","0.0","4","0.8","26","4","16","0.0","1170"
"980","1","3","#85d1a2","Very Low","7.62","0.0","1","Very Low","Very High","2","Average","0","Very Low","2","Average","Very Low","Very High","0.0","1.5","1","31","0","3","0.0","980"
"981","1","24","#3b71c5","Very Low","54.06","0.0","15","Very Low","Very High","12","Average","0","Very Low","10","Weekday","Very Low","Very High","0.0","3","0.9","119","3","27","0.0","981"
"740","0.83","168","#be52d0","Very Low","47.76","0.0","90","Low","High","102","Daytime","0","Very Low","28","Weekday","Very Low","Very High","0.0","10.67","0.64","929.66","24","192","0.0","740"
"982","0.85","2838","#b1895c","Very Low","104.78","1.9216867469879517","1011","Very Low","Low","2617","Daytime","161","Very Low","607","Weekday","Very Low","Very High","3.0","13.49","0.44","143.7","790","3628","154.81109919098736","982"
"741","1","2","#e86f9c","Very Low","300","0.0","2","Very Low","Low","0","Average","0","Very Low","3","Average","Very Low","Very High","0.0","2","0.33","58.5","0","2","0.0","741"
"983","1","9","#326bad","Very Low","66.5","0.0","1","Very Low","High","8","Daytime","0","Very Low","8","Weekday","Very Low","Very High","0.0","1.5","0.75","223.11","0","9","0.0","983"
"1169","0.89","12897","#6e7e7e","Medium","156.35","1.5240963855421688","5946","Very Low","Low","9923","Daytime","1541","Very Low","2612","Weekday","Very Low","Very High","3.0","14.71","0.41","152.32","2972","15869","762.8997486814661","1169"
"500","1","14","#95875c","Very Low","687.33","0.0","9","Very Low","Medium","9","Average","0","Very Low","6","Average","Very Low","Very High","0.0","6","0.5","433.61","4","18","0.0","500"
"742","1","3","#859159","Very Low","151.28","0.0","1","Very Low","Very High","2","Average","0","Very Low","4","Average","Very Low","Very High","0.0","0.75","1","22.67","0","3","0.0","742"
"984","1","34","#772163","Very Low","16.18","0.0","14","Low","Very High","36","Daytime","0","Very Low","5","Weekend","Very Low","Very High","0.0","10","1","945.44","16","50","0.0","984"
"1168","0.95","30","#755674","Very Low","179.94","0.0","14","Very Low","Medium","26","Daytime","0","Very Low","11","Average","Very Low","Very High","0.0","6.67","0.55","381.75","10","40","0.0","1168"
"501","0.81","66","#7bddd2","Very Low","37.84","0.0","57","Very Low","High","31","Nighttime","0","Very Low","22","Weekday","Very Low","High","0.0","5.18","0.77","376.34","22","88","0.0","501"
"743","1","7","#90668f","Very Low","325.5","0.0","13","Very Low","Medium","1","Nighttime","0","Very Low","4","Weekend","Very Low","Very High","0.0","7","0.5","131.43","7","14","0.0","743"
"985","1","5","#72cf6c","Very Low","204.67","0.0","1","Very Low","Low","5","Average","0","Very Low","7","Average","Very Low","Very High","0.0","2","0.43","127.83","1","6","0.0","985"
"1167","1","20","#3ca599","Very Low","84.04","0.0","14","Very Low","Very High","18","Average","0","Very Low","5","Weekend","Very Low","Very High","0.0","6.4","1","212.62","12","32","0.0","1167"
"502","1","24","#4e969a","Very Low","200.67","0.0","36","Very Low","Medium","26","Nighttime","0","Very Low","12","Weekend","Very Low","Very High","0.0","10.33","0.5","166.16","38","62","0.0","502"
"744","1","5","#8a85af","Very Low","19.75","0.0","7","Very Low","High","2","Average","0","Very Low","6","Average","Very Low","Very High","0.0","2.25","0.67","85.33","4","9","0.0","744"
"986","1","21","#a9d5a1","Very Low","60.14","0.0","5","Very Low","Low","19","Daytime","0","Very Low","16","Weekday","Very Low","Very High","0.0","3.43","0.44","93.46","3","24","0.0","986"
"1166","1","16","#d67226","Very Low","109.17","0.0","2","Very Low","Medium","15","Daytime","0","Very Low","10","Weekday","Very Low","Very High","0.0","2.83","0.6","76.94","1","17","0.0","1166"
"503","1","33","#91340e","Very Low","87.59","0.0","12","Very Low","Very High","29","Daytime","0","Very Low","6","Weekday","Very Low","Very High","0.0","8.2","0.83","736.78","8","41","0.0","503"
"745","0.97","111","#5ecd6a","Very Low","68.05","0.0","41","Very Low","Medium","85","Daytime","0","Very Low","24","Weekday","Very Low","Very High","0.0","9.69","0.54","163.02","15","126","0.0","745"
"987","1","16","#79b992","Very Low","128.91","0.0","16","Very Low","High","14","Average","0","Very Low","9","Weekend","Very Low","Very High","0.0","5","0.67","83.07","14","30","0.0","987"
"504","1","40","#7db193","Very Low","45.36","0.0","34","Very Low","Medium","27","Nighttime","0","Very Low","24","Weekend","Very Low","Very High","0.0","5.55","0.46","129.21","21","61","0.0","504"
"746","1","44","#df7466","Very Low","109.75","0.0","26","Very Low","Low","36","Daytime","0","Very Low","7","Average","Very Low","Very High","0.0","20.67","0.43","98.97","18","62","0.0","746"
"988","1","122","#6f494a","Very Low","0","0.0","54","Very Low","Very High","98","Daytime","0","Very Low","18","Weekday","Very Low","Very High","0.0","9.5","0.89","160.32","30","152","0.0","988"
"505","1","9","#475b93","Very Low","204.33","0.0","4","Very Low","High","8","Average","0","Very Low","4","Average","Very Low","Very High","0.0","4","0.75","356.67","3","12","0.0","505"
"747","1","12","#d3866e","Very Low","33.07","0.0","10","Very Low","High","3","Nighttime","0","Very Low","10","Weekday","Very Low","Very High","0.0","1.86","0.7","54.62","1","13","0.0","747"
"989","0.92","4525","#a66e82","Low","113.04","1.7409638554216869","1850","Very Low","Medium","3723","Daytime","196","Very Low","1025","Weekday","Very Low","Very High","3.0","10.95","0.5","148.07","1048","5573","526.4508879789629","989"
"506","1","44","#657b7b","Very Low","200.07","0.0","0","Low","Very High","58","Daytime","0","Very Low","2","Weekday","Very Low","Very High","0.0","29","1","1299.31","14","58","0.0","506"
"748","1","5","#ada123","Very Low","371.14","0.0","3","Very Low","High","3","Average","0","Very Low","4","Average","Very Low","Very High","0.0","2","0.75","287.83","1","6","0.0","748"
"507","1","16","#786472","Very Low","10.83","0.0","10","Very Low","Very High","25","Daytime","0","Very Low","14","Weekend","Very Low","Very High","0.0","2.5","1","316.29","19","35","0.0","507"
"749","1","58","#59868f","Very Low","117.72","0.0","20","Very Low","Very High","64","Daytime","0","Very Low","6","Weekend","Very Low","Very High","0.0","16.8","0.83","352.95","26","84","0.0","749"
"508","1","62","#583f98","Very Low","169","0.0","46","Very Low","Low","46","Average","0","Very Low","14","Weekend","Very Low","Very High","0.0","18.4","0.36","120.39","30","92","0.0","508"
"509","1","26","#c1869a","Very Low","154.25","0.0","13","Very Low","Low","23","Daytime","0","Very Low","7","Average","Very Low","Very High","0.0","18","0.29","123.06","10","36","0.0","509"
"1187","0.38","7","#63c89a","Very Low","116.47","0.0","4","Very Low","Medium","4","Average","0","Very Low","4","Average","Very Low","Low","0.0","4","0.5","106.88","1","8","0.0","1187"
"1186","0.82","3561","#3573ad","Very Low","83.32","1.9337349397590362","1581","Very Low","Medium","3136","Daytime","163","Very Low","807","Weekday","Very Low","High","3.0","10.1","0.58","138.94","1156","4717","64.49631230526366","1186"
"1185","1","0","#867d8f","Very Low","59.48","0.0","1","Very Low","Very High","1","Average","0","Very Low","3","Average","Very Low","Very High","0.0","0.67","1","23.5","2","2","0.0","1185"
"1184","1","48","#63a45f","Very Low","232.12","0.0","14","Very Low","Low","54","Daytime","0","Very Low","13","Average","Very Low","Very High","0.0","17","0.31","147.38","20","68","0.0","1184"
"1183","1","4","#957d4e","Very Low","150","0.0","5","Very Low","Medium","0","Average","0","Very Low","5","Average","Very Low","Very High","0.0","1.67","0.6","151.4","1","5","0.0","1183"
"1182","1","13","#9a1886","Very Low","112","0.0","4","Very Low","Low","15","Daytime","0","Very Low","7","Average","Very Low","Very High","0.0","9.5","0.29","133.42","6","19","0.0","1182"
"1181","1","46","#3d89a2","Very Low","274.5","0.0","10","Very Low","Very Low","36","Daytime","0","Very Low","9","Weekday","Very Low","Very High","0.0","23","0.22","70.26","0","46","0.0","1181"
"1180","1","45","#9060b2","Very Low","280.83","0.0","24","Very Low","Medium","27","Average","0","Very Low","7","Weekday","Very Low","Very High","0.0","12.75","0.57","57.96","6","51","0.0","1180"
"990","0.92","62","#88c47b","Very Low","223.2","0.0","34","Very Low","Medium","40","Daytime","0","Very Low","19","Weekday","Very Low","Very High","0.0","6.73","0.58","82.57","12","74","0.0","990"
"991","0.6","3801","#726267","Very Low","99.23","1.819277108433735","1619","Very Low","Low","3495","Daytime","216","Very Low","690","Weekday","Very Low","Medium","3.0","16.55","0.45","80.86","1313","5114","209.5608980013371","991"
"750","0.97","166","#7fa433","Very Low","61.04","0.0","60","Very Low","Low","144","Daytime","0","Very Low","64","Weekday","Very Low","Very High","0.0","8.87","0.36","158.65","38","204","0.0","750"
"992","1","64","#844e93","Very Low","69.8","0.0","0","Very Low","Very High","122","Daytime","0","Very Low","6","Weekend","Very Low","Very High","0.0","24.4","0.83","268.74","58","122","0.0","992"
"751","1","54","#7b4bc5","Very Low","0","0.0","42","Very Low","High","36","Nighttime","0","Very Low","5","Weekend","Very Low","Very High","0.0","19.5","0.8","325.64","24","78","0.0","751"
"993","1","94","#54ea5f","Very Low","65.09","0.0","78","Very Low","Medium","50","Nighttime","0","Very Low","15","Weekday","Very Low","Very High","0.0","16","0.53","65.72","34","128","0.0","993"
"510","1","15","#82cc73","Very Low","49.9","0.0","8","Very Low","High","10","Average","0","Very Low","9","Weekday","Very Low","Very High","0.0","2.57","0.78","170.78","3","18","0.0","510"
"752","1","26","#6a5f8f","Very Low","70","0.0","9","Very Low","Very High","34","Daytime","0","Very Low","5","Weekend","Very Low","Very High","0.0","8.6","1","725.98","17","43","0.0","752"
"994","1","30","#808d9f","Very Low","53.36","0.0","14","Very Low","Very High","36","Daytime","0","Very Low","11","Weekend","Very Low","Very High","0.0","5.56","0.82","590.02","20","50","0.0","994"
"511","1","52","#c74f98","Very Low","53.76","0.0","36","Very Low","Very High","34","Average","0","Very Low","4","Weekday","Very Low","Very High","0.0","17.5","1","142.77","18","70","0.0","511"
"753","1","6","#984b96","Very Low","53.33","0.0","5","Very Low","Very High","4","Average","0","Very Low","3","Average","Very Low","Very High","0.0","3","1","805.22","3","9","0.0","753"
"995","1","8","#6bbe23","Very Low","108.39","0.0","4","Very Low","Very High","11","Daytime","0","Very Low","8","Weekend","Very Low","Very High","0.0","1.88","1","683","7","15","0.0","995"
"1179","0.39","27","#95b9b0","Very Low","118.73","0.0","10","Very Low","Medium","23","Daytime","0","Very Low","8","Weekday","Very Low","Low","0.0","8.25","0.5","51.67","6","33","0.0","1179"
"512","1","50","#a0835b","Very Low","97.8","0.0","44","Very Low","Very High","32","Nighttime","0","Very Low","6","Weekend","Very Low","Very High","0.0","15.2","0.83","94.84","26","76","0.0","512"
"754","1","22","#b8518d","Very Low","85.6","0.0","6","Very Low","High","28","Daytime","0","Very Low","7","Weekend","Very Low","Very High","0.0","6.8","0.71","96","12","34","0.0","754"
"996","1","88","#89a3ac","Very Low","53.76","0.0","18","Very Low","High","88","Daytime","0","Very Low","17","Weekday","Very Low","Very High","0.0","9.64","0.65","182.55","18","106","0.0","996"
"1178","1","7","#9996e3","Very Low","3.03","0.0","5","Very Low","Very High","13","Daytime","0","Very Low","7","Weekend","Very Low","Very High","0.0","3","0.86","331.44","11","18","0.0","1178"
"513","1","2","#aa56c3","Very Low","171.84","0.0","0","Very Low","Very High","2","Average","0","Very Low","2","Average","Very Low","Very High","0.0","1","1","32.5","0","2","0.0","513"
"755","1","12","#46e038","Very Low","140.5","0.0","8","Very Low","Low","9","Average","0","Very Low","10","Average","Very Low","Very High","0.0","4.25","0.4","78.35","5","17","0.0","755"
"997","0.97","108","#8accbc","Very Low","92.59","0.0","52","Very Low","Very High","126","Daytime","0","Very Low","12","Weekend","Very Low","Very High","0.0","16.18","0.92","491.7","70","178","0.0","997"
"1177","0.85","2882","#a6607e","Very Low","117.82","1.9216867469879517","1020","Very Low","Medium","2580","Daytime","66","Very Low","501","Weekday","Very Low","Very High","3.0","15.19","0.47","143.1","718","3600","70.67826720018014","1177"
"514","1","25","#966d9b","Very Low","0","0.0","5","Very Low","Very High","29","Daytime","0","Very Low","8","Average","Very Low","Very High","0.0","4.86","0.88","252.74","9","34","0.0","514"
"756","1","30","#e4386a","Very Low","53.12","0.0","24","Very Low","Medium","22","Average","0","Very Low","16","Weekend","Very Low","Very High","0.0","5.11","0.56","130.41","16","46","0.0","756"
"998","0.88","0","#d35d77","Very Low","7.71","0.0","0","Very Low","Very High","16","Daytime","0","Very Low","6","Weekend","Very Low","Very High","0.0","3.2","0.83","93.5","16","16","0.0","998"
"515","1","10","#ec08c4","Very Low","79.92","0.0","5","Very Low","High","9","Average","0","Very Low","4","Average","Very Low","Very High","0.0","4.67","0.75","226.21","4","14","0.0","515"
