"a_number","b_number","duration","noDayTime","noNightTime","calleeCarrier","weight","startTime","callDay","startDate"
"896","1392","3441","21","36","","4801.0","9.3439","Sunday","20151011"
"896","1169","12028","21","8","","13201.0","9.202","Tuesday","20151006"
"896","1215","505","17","0","","961.0","15.1623","Wednesday","20151007"
"1052","1292","458","21","0","","1201.0","10.0044","Thursday","20151008"
"1318","1108","200","0","5","","241.0","21.1046","Friday","20151009"
"1318","1296","170","5","0","","241.0","14.5757","Wednesday","20151007"
"870","1269","898","9","0","","1201.0","8.342","Thursday","20151008"
"1130","1323","170","5","0","","241.0","13.4846","Friday","20151009"
"896","887","3639","8","77","","6961.0","18.284","Thursday","20151008"
"896","1008","651","13","0","","1201.0","13.4633","Friday","20151009"
"896","1119","2284","24","13","","3361.0","20.2057","Saturday","20151010"
"896","1311","2838","13","32","","4561.0","15.3435","Monday","20151005"
"896","1070","201","13","0","","721.0","15.53","Friday","20151009"
"1364","1355","1","1","0","","1.0","8.2945","Thursday","20151008"
"568","1310","1153","25","0","","1921.0","13.2705","Monday","20151005"
"568","1318","171","1","0","","1.0","8.405","Thursday","20151008"
"568","1376","1708","12","5","","2161.0","23.1621","Saturday","20151010"
"568","1331","4","1","0","","1.0","14.4837","Wednesday","20151007"
"1368","1380","121","1","0","","1.0","14.2611","Wednesday","20151007"
"1277","1075","5039","24","45","","7921.0","19.5433","Thursday","20151008"
"1041","1204","103","13","0","","721.0","16.3641","Thursday","20151008"
"1194","1304","2734","8","13","","3601.0","18.3803","Tuesday","20151006"
"1235","1394","6","1","0","","1.0","15.5917","Wednesday","20151007"
"1326","1086","745","5","0","","721.0","9.5028","Tuesday","20151006"
"1328","1310","3858","37","0","","4801.0","11.5549","Saturday","20151010"
"1328","1169","1497","73","0","","4321.0","14.4407","Thursday","20151008"
"1328","896","7049","97","24","","10561.0","11.354","Saturday","20151010"
"1328","621","7217","93","16","","11041.0","15.2518","Tuesday","20151006"
"1221","1308","45","5","0","","241.0","9.4411","Wednesday","20151007"
"1336","1075","4501","8","13","","5281.0","21.0922","Monday","20151005"
"1336","1215","5045","113","24","","9841.0","14.5857","Tuesday","20151006"
"1336","1286","306","0","13","","721.0","20.59","Sunday","20151011"
"1336","1376","3414","21","0","","4081.0","12.4534","Saturday","20151010"
"1336","1173","2254","37","24","","4081.0","10.2854","Tuesday","20151006"
"1336","1342","937","13","0","","1441.0","16.1404","Monday","20151005"
"1335","1059","26956","5","32","","28081.0","11.3745","Sunday","20151011"
"1335","1352","635","5","0","","721.0","15.2905","Monday","20151005"
"1335","1075","2543","21","8","","3121.0","16.4607","Thursday","20151008"
"1335","1331","4098","21","0","","4321.0","13.3658","Tuesday","20151006"
"1335","1307","2285","0","5","","1921.0","18.0936","Tuesday","20151006"
"1335","1351","5890","0","5","","4801.0","18.0735","Sunday","20151011"
"654","1363","632","5","0","","721.0","9.5525","Sunday","20151011"
"1260","1194","26037","56","85","","30961.0","20.4837","Thursday","20151008"
"1260","1282","1645","5","0","","1441.0","11.4728","Monday","20151005"
"1260","1130","1340","21","0","","1921.0","10.033","Wednesday","20151007"
"1127","1194","22","1","0","","1.0","9.2859","Wednesday","20151007"
"1127","1215","10","1","0","","1.0","15.2447","Tuesday","20151006"
"1369","1003","3024","8","37","","4321.0","19.0608","Sunday","20151011"
"1116","1041","329","9","0","","481.0","11.2057","Sunday","20151011"
"1227","1081","1659","21","0","","1921.0","9.595","Friday","20151009"
"1227","1194","625","5","0","","721.0","16.0626","Thursday","20151008"
"1188","989","18372","16","29","","19201.0","21.0847","Tuesday","20151006"
"1340","1221","1803","21","0","","2161.0","9.1553","Thursday","20151008"
"1041","1008","11","1","0","","1.0","6.1929","Tuesday","20151006"
"1041","1336","29","1","0","","1.0","9.4547","Sunday","20151011"
"568","1352","7402","104","37","","12721.0","17.0522","Wednesday","20151007"
"568","975","3228","41","32","","5281.0","16.5337","Thursday","20151008"
"568","1295","139","5","8","","721.0","11.2448","Wednesday","20151007"
"568","1222","100","5","0","","241.0","11.35","Saturday","20151010"
"1259","1207","2125","5","0","","1921.0","12.034","Sunday","20151011"
"1259","1326","6009","21","0","","6721.0","13.2337","Monday","20151005"
"1308","1310","31","1","0","","1.0","16.0455","Wednesday","20151007"
"1343","767","10821","21","8","","10561.0","12.4535","Wednesday","20151007"
"1343","1215","440","5","0","","481.0","11.2832","Monday","20151005"
"1343","1059","6236","21","32","","7441.0","14.0118","Thursday","20151008"
"989","1364","117","5","0","","241.0","9.1906","Tuesday","20151006"
"989","1371","3611","17","0","","3841.0","10.3914","Thursday","20151008"
"989","867","2109","5","0","","1201.0","8.3625","Monday","20151005"
"989","1331","376","1","0","","1.0","15.1549","Saturday","20151010"
"989","1301","104","1","0","","1.0","13.0524","Wednesday","20151007"
"989","1086","1493","9","0","","1441.0","15.5321","Wednesday","20151007"
"1215","870","2113","0","21","","2881.0","17.5852","Wednesday","20151007"
"1215","568","7464","29","40","","9601.0","14.5144","Wednesday","20151007"
"1215","1328","2769","68","21","","5761.0","17.0141","Thursday","20151008"
"1203","897","2274","13","36","","3361.0","15.2406","Thursday","20151008"
"1203","1218","1466","37","8","","3601.0","16.1811","Monday","20151005"
"1203","1196","67","0","1","","1.0","18.1051","Thursday","20151008"
"1345","1188","760","9","16","","1441.0","13.5709","Sunday","20151011"
"1345","1194","236","1","0","","1.0","12.1058","Sunday","20151011"
"1345","1350","662","9","0","","961.0","14.3104","Tuesday","20151006"
"1345","1075","95","5","0","","241.0","14.2215","Monday","20151005"
"1345","1380","89","1","0","","1.0","10.0241","Friday","20151009"
"1345","1086","543","13","0","","961.0","14.4209","Monday","20151005"
"1345","1102","442","5","0","","481.0","12.0322","Sunday","20151011"
"1345","767","12","1","0","","1.0","9.5527","Friday","20151009"
"1345","1327","69","1","0","","1.0","11.4337","Thursday","20151008"
"1328","1371","5443","64","37","","8641.0","21.2512","Wednesday","20151007"
"1169","1133","250","5","0","","241.0","13.4525","Saturday","20151010"
"1169","904","3190","24","9","","4081.0","20.0836","Wednesday","20151007"
"1169","1335","1952","13","4","","2401.0","8.0738","Friday","20151009"
"1169","1003","4368","12","5","","5041.0","17.4301","Saturday","20151010"
"1169","886","112","0","1","","1.0","18.2542","Monday","20151005"
"1169","1119","522","9","8","","961.0","16.2349","Tuesday","20151006"
"1306","1376","1279","13","0","","1681.0","12.1108","Wednesday","20151007"
"568","1260","250","5","0","","241.0","14.4634","Sunday","20151011"
"1218","654","12075","76","21","","16081.0","18.372","Tuesday","20151006"
"1218","904","3130","5","0","","2641.0","15.0549","Tuesday","20151006"
"929","1052","1235","5","0","","1201.0","10.324","Sunday","20151011"
"929","1307","7122","0","21","","7681.0","20.1059","Thursday","20151008"
"929","989","2080","5","0","","1681.0","15.3348","Sunday","20151011"
"1030","1292","742","5","8","","961.0","10.2128","Tuesday","20151006"
"1030","1333","8839","29","0","","9841.0","13.4838","Wednesday","20151007"
"1194","1367","885","9","0","","961.0","10.0231","Monday","20151005"
"1371","989","5129","45","8","","6241.0","9.2111","Thursday","20151008"
"1371","1169","29007","176","133","","38881.0","2.1035","Sunday","20151011"
"1371","1091","3110","13","24","","4321.0","15.5605","Sunday","20151011"
"1355","1169","2024","24","21","","2881.0","20.5328","Tuesday","20151006"
"1307","1270","32456","53","64","","36001.0","13.1032","Friday","20151009"
"1358","989","600","5","0","","481.0","9.2431","Wednesday","20151007"
"1357","1075","3492","9","0","","3841.0","16.1219","Friday","20151009"
"1336","1307","2665","41","4","","3841.0","12.0314","Sunday","20151011"
"1336","1030","36","1","0","","1.0","12.3934","Thursday","20151008"
"1304","1342","3207","29","16","","4561.0","15.4732","Friday","20151009"
"1359","1194","1958","57","0","","4081.0","11.1337","Thursday","20151008"
"1359","1369","780","5","0","","721.0","11.3034","Monday","20151005"
"1359","1269","532","9","0","","721.0","10.3057","Wednesday","20151007"
"1075","1304","4740","12","13","","5521.0","22.13","Friday","20151009"
"1075","1307","2121","12","9","","2881.0","18.365","Wednesday","20151007"
"1075","1204","1186","45","8","","3121.0","12.5203","Tuesday","20151006"
"1109","1222","780","5","0","","721.0","11.3745","Wednesday","20151007"
"1109","1306","2562","5","4","","2641.0","10.5627","Wednesday","20151007"
"1363","1274","1162","13","4","","1441.0","13.2816","Sunday","20151011"
"1362","1173","10746","157","8","","16561.0","9.473","Friday","20151009"
"1362","845","8818","93","32","","13201.0","16.2213","Thursday","20151008"
"1362","1212","315","5","0","","481.0","6.3622","Monday","20151005"
"621","896","22437","104","125","","30001.0","4.0327","Friday","20151009"
"896","1118","790","21","0","","1681.0","11.2447","Wednesday","20151007"
"896","1075","2428","37","8","","3841.0","15.3915","Friday","20151009"
"896","1052","36073","209","176","","47041.0","16.5457","Monday","20151005"
"896","1328","4643","57","20","","7441.0","16.104","Wednesday","20151007"
"1367","1369","20","1","0","","1.0","11.0731","Saturday","20151010"
"1258","1376","167","9","0","","481.0","11.4714","Saturday","20151010"
"1258","1355","902","5","0","","961.0","9.0517","Monday","20151005"
"1258","1102","1626","12","1","","1681.0","17.2304","Saturday","20151010"
"1258","1342","518","1","0","","1.0","11.5911","Saturday","20151010"
"1258","1306","470","5","0","","481.0","16.182","Sunday","20151011"
"1258","975","68","1","0","","1.0","11.4358","Wednesday","20151007"
"1340","1203","6617","72","61","","10801.0","20.0624","Sunday","20151011"
"1258","1392","443","13","0","","721.0","9.275","Friday","20151009"
"1258","1116","265","0","5","","241.0","0.0603","Sunday","20151011"
"1258","1119","112","1","4","","241.0","16.1543","Thursday","20151008"
"1258","1023","33","1","0","","1.0","11.1159","Monday","20151005"
"1336","1258","25","1","0","","1.0","10.2325","Sunday","20151011"
"1336","1340","5249","21","0","","5521.0","6.1842","Thursday","20151008"
"1336","1261","35","1","0","","1.0","8.3904","Wednesday","20151007"
"1368","1310","1345","5","0","","1201.0","13.3236","Monday","20151005"
"989","870","6306","20","29","","7441.0","19.5911","Tuesday","20151006"
"989","1196","1108","21","0","","1681.0","13.0554","Friday","20151009"
"989","1363","2621","8","13","","3601.0","22.1806","Tuesday","20151006"
"989","1169","7725","33","4","","8401.0","9.2401","Friday","20151009"
"989","1130","1107","29","0","","2161.0","10.3835","Thursday","20151008"
"989","1194","3578","21","0","","3841.0","9.1039","Friday","20151009"
"1273","870","12392","52","33","","15361.0","22.0159","Friday","20151009"
"1273","886","315","5","0","","481.0","15.3716","Wednesday","20151007"
"1091","1304","155","5","0","","241.0","14.4913","Wednesday","20151007"
"1091","1075","725","5","0","","721.0","9.3006","Friday","20151009"
"1363","1384","1402","5","12","","1921.0","10.5638","Friday","20151009"
"1194","1081","2725","49","8","","4801.0","15.5027","Wednesday","20151007"
"1194","896","2845","69","0","","5041.0","14.5623","Monday","20151005"
"1194","1359","6922","69","16","","8881.0","9.2642","Tuesday","20151006"
"1169","1059","3442","13","0","","3361.0","11.551","Thursday","20151008"
"1169","845","2910","37","16","","4321.0","15.422","Tuesday","20151006"
"1291","1052","355","5","0","","481.0","10.2212","Wednesday","20151007"
"1291","1363","1179","9","8","","1681.0","9.545","Tuesday","20151006"
"1291","1003","1089","5","4","","1201.0","16.2833","Tuesday","20151006"
"568","697","1810","0","9","","1921.0","19.4635","Tuesday","20151006"
"568","757","136","1","0","","1.0","16.5731","Wednesday","20151007"
"1373","1331","876","13","0","","1441.0","11.5706","Tuesday","20151006"
"1373","1376","2163","13","0","","2401.0","16.2025","Wednesday","20151007"
"1328","1195","1678","13","0","","2161.0","10.3142","Friday","20151009"
"1328","1222","2926","21","24","","4321.0","14.4622","Thursday","20151008"
"1328","654","11270","165","112","","20641.0","16.1042","Thursday","20151008"
"1328","1205","310","5","0","","481.0","11.3227","Wednesday","20151007"
"1328","1333","1628","28","21","","3121.0","18.1919","Thursday","20151008"
"975","1075","2690","0","5","","2161.0","21.1558","Thursday","20151008"
"1376","1273","3821","13","0","","3361.0","11.0506","Monday","20151005"
"1118","1269","301","1","4","","241.0","10.0148","Tuesday","20151006"
"1194","1261","1816","8","13","","2161.0","18.2329","Wednesday","20151007"
"1194","867","2729","9","4","","3121.0","16.4742","Friday","20151009"
"1345","1331","233","13","0","","721.0","13.1747","Tuesday","20151006"
"1345","1340","500","21","0","","1201.0","16.121","Tuesday","20151006"
"1345","1347","798","13","0","","1201.0","13.3012","Friday","20151009"
"1345","1212","521","21","0","","1201.0","16.0639","Tuesday","20151006"
"1345","929","75","5","0","","241.0","14.5904","Thursday","20151008"
"1345","1004","666","13","0","","721.0","16.3547","Wednesday","20151007"
"1345","1196","542","21","0","","1201.0","16.3748","Tuesday","20151006"
"1345","621","685","13","0","","961.0","16.302","Wednesday","20151007"
"1345","1274","430","29","0","","1681.0","15.4641","Wednesday","20151007"
"1345","1304","642","29","0","","1681.0","13.2716","Tuesday","20151006"
"1345","1239","120","5","0","","241.0","13.1639","Tuesday","20151006"
"1345","1205","130","5","0","","241.0","15.0144","Thursday","20151008"
"1345","1371","290","5","0","","241.0","15.3717","Thursday","20151008"
"1345","896","150","5","0","","241.0","9.213","Wednesday","20151007"
"1380","1119","6149","29","0","","6481.0","14.5701","Thursday","20151008"
"1194","1350","3590","105","0","","7441.0","16.1758","Sunday","20151011"
"1392","896","1980","25","0","","2401.0","11.1209","Monday","20151005"
"1392","1336","8363","13","8","","8881.0","12.0342","Thursday","20151008"
"1392","1235","17","1","0","","1.0","13.3415","Thursday","20151008"
"767","1286","25","5","0","","241.0","11.4227","Friday","20151009"
"1134","1392","1926","20","25","","3601.0","18.2437","Monday","20151005"
"1362","1336","251","5","0","","241.0","8.5624","Tuesday","20151006"
"1292","1328","25","5","0","","241.0","11.1505","Monday","20151005"
"1292","1108","385","5","0","","481.0","8.4418","Saturday","20151010"
"1371","870","2820","16","1","","3601.0","21.2717","Thursday","20151008"
"1380","1003","12203","4","17","","10561.0","21.0209","Friday","20151009"
"1380","1288","100","5","0","","241.0","10.102","Wednesday","20151007"
"1380","1052","6454","33","0","","7441.0","13.5318","Thursday","20151008"
"1380","1273","2538","12","9","","2881.0","20.355","Wednesday","20151007"
"1107","1003","651","5","0","","721.0","14.1151","Wednesday","20151007"
"1384","1394","360","5","0","","481.0","12.1118","Tuesday","20151006"
"1384","1331","23317","48","45","","25201.0","17.2111","Friday","20151009"
"1384","1150","12024","21","8","","13201.0","16.2442","Saturday","20151010"
"1384","1086","8449","29","8","","8881.0","11.0628","Sunday","20151011"
"1384","1241","4225","5","0","","3601.0","14.3252","Wednesday","20151007"
"886","1331","311","9","0","","481.0","11.3704","Wednesday","20151007"
"886","1259","3806","9","0","","3841.0","11.3736","Wednesday","20151007"
"886","845","11229","0","21","","11521.0","18.2832","Saturday","20151010"
"1331","1003","6161","33","4","","7441.0","14.1934","Thursday","20151008"
